age;job;marital;education;default;balance;housing;loan;contact;day;month;duration
56;management;married;tertiary;no;217;no;yes;cellular;21;jul;121
55;entrepreneur;divorced;tertiary;no;0;no;no;unknown;6;jun;108
31;self-employed;married;tertiary;no;259;yes;no;cellular;7;may;47
27;admin.;single;secondary;no;619;yes;no;cellular;20;apr;16
36;management;married;secondary;no;644;yes;no;cellular;18;nov;54
44;management;married;tertiary;no;22;yes;no;cellular;6;aug;265
37;admin.;divorced;tertiary;no;4303;yes;no;unknown;23;may;168
30;admin.;single;secondary;no;239;yes;no;cellular;7;may;115
42;technician;single;secondary;no;275;no;no;cellular;26;aug;31
30;management;married;tertiary;no;1221;yes;no;telephone;25;jul;279
62;retired;married;secondary;no;816;no;no;cellular;1;sep;28
24;blue-collar;married;secondary;no;1222;yes;no;cellular;20;apr;369
31;technician;married;secondary;no;2363;yes;no;unknown;13;may;247
66;retired;married;tertiary;no;2262;no;no;cellular;22;apr;155
47;admin.;married;secondary;no;2;no;no;cellular;10;jul;89
39;entrepreneur;married;tertiary;no;2;yes;no;cellular;17;nov;180
35;technician;married;secondary;no;4508;yes;no;cellular;18;nov;854
35;admin.;divorced;secondary;no;-402;yes;no;cellular;17;apr;46
27;technician;married;secondary;no;1577;yes;yes;unknown;28;may;266
32;blue-collar;married;secondary;no;34;yes;no;cellular;5;may;321
44;management;married;tertiary;no;795;no;no;cellular;28;aug;99
42;blue-collar;married;secondary;no;117;yes;no;unknown;9;may;147
34;self-employed;single;tertiary;no;5462;no;no;cellular;30;apr;430
25;services;single;secondary;no;402;no;yes;cellular;7;jul;264
40;technician;single;secondary;no;641;no;no;cellular;16;jul;156
43;management;divorced;tertiary;no;36;no;no;cellular;26;may;118
55;unemployed;married;tertiary;no;383;no;no;unknown;6;may;343
50;blue-collar;married;secondary;no;283;yes;no;cellular;7;aug;226
45;management;divorced;tertiary;no;0;no;no;unknown;1;jun;5
35;blue-collar;divorced;secondary;no;3102;yes;no;cellular;20;nov;138
32;blue-collar;married;secondary;no;889;yes;no;cellular;10;sep;185
59;housemaid;married;secondary;no;0;no;no;telephone;3;feb;722
34;self-employed;married;secondary;no;-370;yes;no;unknown;21;may;748
39;management;married;tertiary;no;-606;yes;no;unknown;26;may;142
40;management;single;secondary;no;10378;yes;no;cellular;17;nov;523
36;blue-collar;single;primary;no;1313;yes;no;unknown;20;jun;8
40;management;married;tertiary;no;8969;yes;no;cellular;17;nov;153
55;self-employed;married;secondary;no;-196;yes;no;unknown;20;may;210
38;entrepreneur;married;secondary;yes;15;yes;no;cellular;10;jul;121
61;admin.;married;secondary;no;4608;no;no;cellular;12;mar;212
41;management;married;tertiary;no;666;yes;no;unknown;21;may;253
57;blue-collar;married;primary;no;452;yes;no;unknown;13;may;139
48;blue-collar;married;secondary;no;149;yes;no;unknown;9;may;71
77;retired;married;tertiary;no;7802;no;no;telephone;4;may;421
35;services;married;secondary;no;1453;yes;no;unknown;28;may;199
54;blue-collar;married;secondary;no;1480;yes;no;unknown;14;may;108
37;management;single;unknown;no;715;yes;no;unknown;20;may;247
56;management;single;secondary;no;237;yes;no;telephone;9;jul;236
40;technician;married;secondary;no;694;yes;no;cellular;4;feb;97
40;management;married;tertiary;no;0;no;no;cellular;14;jul;109
54;management;married;tertiary;no;55;yes;no;cellular;2;jun;112
55;housemaid;married;primary;no;136;yes;no;unknown;19;jun;15
55;services;divorced;secondary;yes;-404;yes;no;cellular;22;jul;502
52;blue-collar;married;primary;no;779;yes;no;unknown;16;may;30
55;blue-collar;single;primary;no;1187;yes;no;unknown;2;jun;193
33;management;married;tertiary;no;641;yes;no;cellular;13;aug;347
52;blue-collar;married;unknown;no;826;yes;no;unknown;15;may;468
33;services;divorced;secondary;no;991;yes;no;unknown;27;may;148
53;admin.;married;secondary;no;1796;no;no;telephone;16;mar;295
46;admin.;married;secondary;no;22;no;no;cellular;26;aug;388
44;technician;single;secondary;no;244;yes;no;cellular;12;aug;1735
48;management;divorced;tertiary;no;1328;yes;no;unknown;6;may;339
50;housemaid;married;secondary;no;7317;yes;no;cellular;13;may;172
34;technician;single;secondary;no;4943;yes;yes;cellular;19;nov;117
38;technician;single;secondary;no;258;no;yes;unknown;20;jun;587
42;management;single;tertiary;no;515;yes;no;cellular;19;nov;501
32;management;single;tertiary;no;12607;no;no;cellular;14;aug;203
58;admin.;married;secondary;no;2;yes;yes;telephone;25;jul;282
31;management;married;tertiary;no;13;no;no;cellular;28;aug;110
19;student;single;primary;no;103;no;no;cellular;10;jul;104
41;management;married;tertiary;no;3872;no;no;cellular;15;oct;231
31;unemployed;married;secondary;no;296;yes;no;unknown;20;may;378
52;self-employed;single;primary;no;217;no;yes;cellular;15;jul;193
42;self-employed;divorced;tertiary;no;360;yes;no;unknown;24;jun;110
41;blue-collar;single;secondary;no;428;yes;no;cellular;12;may;92
30;blue-collar;single;secondary;no;315;no;no;cellular;23;jun;1407
38;blue-collar;married;secondary;no;121;yes;yes;cellular;6;feb;168
32;management;married;tertiary;no;820;yes;no;cellular;17;jul;738
52;technician;married;secondary;no;195;yes;no;cellular;18;feb;220
48;management;divorced;tertiary;no;108;yes;no;unknown;27;may;89
36;management;married;tertiary;no;-381;yes;no;cellular;31;jul;30
45;unemployed;divorced;primary;no;757;no;no;cellular;20;apr;103
34;technician;married;tertiary;no;691;yes;yes;unknown;2;jun;70
36;blue-collar;married;primary;no;1925;yes;no;cellular;20;apr;904
34;management;married;tertiary;no;902;yes;no;cellular;14;may;159
61;retired;married;secondary;no;5207;no;no;cellular;11;sep;336
54;services;married;secondary;no;0;no;no;unknown;19;jun;220
50;entrepreneur;married;secondary;no;665;no;no;telephone;17;nov;238
43;admin.;divorced;secondary;no;738;yes;no;cellular;21;nov;585
47;blue-collar;married;primary;no;233;no;no;cellular;8;aug;293
45;services;married;secondary;no;-839;yes;no;unknown;28;may;68
57;retired;married;primary;no;5799;no;no;unknown;17;jun;97
27;admin.;married;secondary;no;1033;yes;no;unknown;9;may;1713
49;unemployed;divorced;secondary;no;66;no;no;cellular;9;jul;218
43;services;married;primary;no;2567;yes;no;cellular;14;may;109
40;management;married;tertiary;no;1584;yes;no;telephone;21;nov;661
32;services;single;secondary;no;182;yes;no;cellular;6;may;145
58;management;married;primary;no;76;yes;no;telephone;18;may;54
34;admin.;single;secondary;no;663;yes;no;cellular;20;apr;111
46;technician;divorced;secondary;no;3455;yes;no;unknown;14;may;566
29;blue-collar;married;secondary;no;15;no;no;cellular;3;jun;136
52;blue-collar;married;primary;no;1054;no;no;cellular;4;aug;273
45;management;married;tertiary;no;1529;no;no;cellular;30;jun;160
26;management;single;secondary;no;63;no;no;cellular;28;jul;76
40;technician;married;tertiary;no;0;no;no;cellular;19;aug;44
41;admin.;married;secondary;no;920;yes;yes;unknown;27;may;239
47;admin.;single;secondary;no;3696;no;no;cellular;12;jul;250
27;technician;single;unknown;no;59;no;no;cellular;15;jul;792
27;services;married;secondary;no;0;yes;no;cellular;23;jul;198
48;blue-collar;married;secondary;no;157;yes;no;unknown;6;may;73
49;admin.;married;secondary;no;2465;no;no;cellular;20;aug;157
35;blue-collar;married;primary;no;0;yes;no;cellular;24;jul;90
47;self-employed;married;secondary;yes;2;no;no;cellular;5;feb;236
54;management;married;tertiary;no;0;no;no;cellular;16;jul;118
39;management;single;tertiary;no;12437;no;no;telephone;18;nov;40
28;student;single;secondary;no;378;yes;no;cellular;17;apr;346
54;blue-collar;married;primary;no;211;no;no;unknown;19;jun;200
34;technician;married;secondary;no;-228;yes;no;cellular;20;apr;187
63;retired;married;secondary;no;2747;no;no;cellular;11;sep;113
42;self-employed;married;tertiary;no;1932;yes;no;unknown;16;may;192
43;technician;single;secondary;no;11269;no;no;unknown;29;may;92
37;admin.;married;secondary;no;1314;yes;no;cellular;8;may;682
55;blue-collar;married;primary;no;2275;no;no;cellular;25;aug;139
43;management;single;tertiary;no;1304;no;no;cellular;6;aug;501
41;blue-collar;married;secondary;yes;720;no;yes;cellular;24;jul;651
47;technician;divorced;secondary;no;2914;yes;no;cellular;18;aug;405
34;technician;married;secondary;no;1464;yes;no;unknown;23;may;350
28;student;single;secondary;no;11555;no;no;cellular;8;apr;125
36;services;married;secondary;no;-302;yes;no;cellular;13;may;36
50;technician;married;secondary;no;2497;yes;no;cellular;21;nov;35
35;blue-collar;married;secondary;no;-339;yes;no;unknown;8;may;389
40;technician;married;secondary;no;56;yes;yes;cellular;29;jan;194
26;self-employed;single;tertiary;no;211;no;no;cellular;29;jan;168
36;management;divorced;tertiary;no;3611;yes;no;unknown;4;jun;347
59;unemployed;married;primary;no;0;no;no;cellular;30;jan;3025
28;student;single;secondary;no;459;no;no;cellular;16;mar;83
46;entrepreneur;married;unknown;no;242;yes;no;unknown;9;may;332
50;self-employed;married;secondary;no;1138;no;no;cellular;14;aug;219
53;management;married;tertiary;no;1319;yes;no;cellular;16;apr;427
81;retired;married;secondary;no;1;no;no;cellular;19;aug;65
35;services;divorced;secondary;no;67;yes;no;cellular;5;may;192
58;retired;married;unknown;no;937;no;no;cellular;5;aug;155
44;services;married;secondary;no;0;yes;yes;cellular;11;may;161
38;management;married;tertiary;no;-558;yes;no;cellular;21;jul;533
49;blue-collar;married;secondary;no;171;no;no;cellular;4;feb;19
33;technician;single;tertiary;no;696;no;yes;cellular;5;feb;193
29;management;married;tertiary;no;361;yes;yes;cellular;28;jul;819
28;technician;single;secondary;no;227;no;no;cellular;30;apr;278
31;admin.;married;secondary;no;236;yes;yes;telephone;4;may;211
33;management;single;tertiary;no;-53;no;no;cellular;29;jan;617
52;technician;married;secondary;no;192;yes;no;cellular;23;jul;61
43;management;divorced;tertiary;no;38;yes;no;cellular;25;jul;197
32;self-employed;single;secondary;no;518;yes;no;cellular;18;may;34
36;self-employed;married;tertiary;no;16;yes;yes;cellular;18;jul;95
41;blue-collar;married;secondary;no;-256;yes;no;unknown;3;jun;147
43;blue-collar;married;secondary;no;105;no;yes;cellular;4;jul;668
45;self-employed;married;tertiary;no;334;no;no;unknown;5;jun;87
39;technician;married;secondary;no;1048;no;yes;cellular;21;jul;405
41;services;married;secondary;no;108;yes;yes;unknown;13;may;83
31;technician;married;secondary;no;660;no;no;cellular;22;jun;115
37;unemployed;single;tertiary;yes;0;yes;no;cellular;10;jul;108
28;entrepreneur;married;unknown;no;1034;no;no;cellular;29;jan;113
47;housemaid;married;primary;no;201;yes;no;cellular;7;aug;58
37;housemaid;married;primary;no;189;no;no;cellular;8;aug;148
60;retired;divorced;unknown;no;-49;yes;no;cellular;29;jan;188
43;technician;divorced;secondary;no;1413;yes;no;telephone;28;jul;75
58;retired;divorced;tertiary;no;264;yes;yes;cellular;8;jul;523
52;entrepreneur;married;tertiary;no;54;yes;yes;telephone;18;nov;103
50;blue-collar;married;primary;no;12519;yes;no;cellular;17;apr;146
32;services;single;secondary;no;2881;no;no;cellular;2;jul;356
42;blue-collar;married;primary;no;0;yes;no;cellular;17;jul;71
31;admin.;married;secondary;no;88;yes;yes;cellular;8;aug;189
28;blue-collar;married;secondary;no;1020;yes;no;unknown;28;may;251
36;technician;divorced;tertiary;no;119;no;no;cellular;23;jul;127
51;unemployed;single;tertiary;no;1594;no;no;telephone;4;feb;197
46;technician;married;tertiary;no;342;yes;yes;cellular;5;may;84
50;services;single;secondary;no;72;no;no;unknown;8;may;141
32;blue-collar;married;secondary;no;14;yes;no;unknown;2;jun;171
26;entrepreneur;single;tertiary;no;81;no;no;cellular;21;jul;262
41;self-employed;married;tertiary;no;231;no;no;cellular;7;aug;352
39;technician;married;tertiary;no;1161;yes;no;cellular;9;apr;236
31;blue-collar;married;secondary;no;-45;yes;no;unknown;2;jun;184
28;management;single;tertiary;no;231;yes;yes;cellular;25;jul;568
31;management;single;secondary;no;36;no;no;cellular;27;aug;105
30;technician;married;tertiary;no;1570;yes;no;cellular;26;may;260
35;technician;married;tertiary;no;7050;no;no;cellular;11;aug;222
33;blue-collar;married;primary;no;3704;yes;no;unknown;6;jun;447
30;technician;single;tertiary;no;6619;yes;no;cellular;21;aug;239
32;blue-collar;single;secondary;no;-84;yes;no;cellular;11;may;426
40;management;single;tertiary;no;1509;no;no;cellular;12;may;333
31;self-employed;married;tertiary;no;1134;no;no;cellular;6;feb;174
36;technician;married;secondary;no;146;yes;yes;unknown;15;may;284
33;management;single;tertiary;no;9449;yes;no;cellular;8;may;428
57;retired;married;secondary;no;374;yes;yes;cellular;16;jul;236
45;technician;married;secondary;no;88;no;no;cellular;29;aug;150
59;management;married;tertiary;no;2764;no;no;cellular;24;dec;237
30;management;single;tertiary;no;2;yes;yes;cellular;25;jul;1031
33;technician;married;tertiary;no;8023;no;no;cellular;30;nov;107
52;blue-collar;married;secondary;no;289;yes;no;unknown;21;may;45
83;retired;married;secondary;no;0;no;no;cellular;18;mar;140
58;self-employed;divorced;tertiary;no;1382;no;no;unknown;9;jun;700
33;management;divorced;tertiary;yes;280;no;yes;cellular;18;nov;155
41;blue-collar;divorced;primary;no;2195;yes;no;unknown;3;jun;211
31;self-employed;married;secondary;no;33;no;no;cellular;6;aug;165
35;blue-collar;divorced;secondary;no;275;no;yes;cellular;10;jul;144
27;management;single;tertiary;no;703;yes;no;unknown;5;jun;590
57;admin.;divorced;unknown;no;887;no;no;unknown;20;jun;43
56;unknown;married;unknown;no;0;no;no;unknown;20;jun;471
53;admin.;single;secondary;no;1178;yes;no;unknown;15;may;295
39;management;married;tertiary;no;2763;yes;no;unknown;2;jun;526
32;entrepreneur;single;tertiary;no;890;yes;yes;cellular;28;aug;27
46;self-employed;married;secondary;no;548;no;no;cellular;12;aug;1181
56;technician;married;tertiary;no;272;no;no;cellular;26;aug;103
46;management;divorced;tertiary;no;6269;yes;no;telephone;18;nov;249
29;entrepreneur;married;secondary;no;178;yes;no;cellular;5;may;231
60;management;married;primary;no;252;yes;yes;cellular;13;apr;123
33;housemaid;single;tertiary;no;23663;yes;no;cellular;16;apr;199
27;entrepreneur;single;tertiary;no;81;no;no;cellular;5;feb;197
50;self-employed;divorced;tertiary;no;59;yes;no;unknown;28;may;67
45;services;married;secondary;no;1343;no;yes;cellular;8;jul;220
58;retired;married;secondary;no;225;no;no;cellular;7;aug;122
59;retired;married;primary;no;0;yes;no;unknown;26;may;104
58;retired;divorced;primary;no;2538;yes;no;cellular;31;jul;307
64;retired;married;primary;no;43;no;no;cellular;11;mar;117
47;technician;married;secondary;no;57;no;no;cellular;5;may;253
40;management;married;tertiary;no;-117;yes;no;cellular;17;jul;770
36;technician;divorced;secondary;no;666;yes;yes;cellular;3;apr;190
28;management;single;tertiary;no;0;yes;no;cellular;16;jul;767
38;technician;single;tertiary;no;25;yes;no;cellular;1;jun;232
53;entrepreneur;married;primary;no;1034;yes;no;cellular;19;nov;854
46;blue-collar;single;secondary;no;324;yes;no;unknown;30;may;293
54;technician;married;secondary;no;0;no;no;telephone;16;nov;986
32;management;married;tertiary;no;0;no;no;cellular;19;nov;66
55;management;married;primary;no;621;no;yes;cellular;2;feb;114
55;retired;divorced;secondary;no;138;no;no;cellular;17;jul;205
56;technician;married;secondary;no;4063;no;yes;telephone;28;jul;31
40;blue-collar;married;secondary;no;11084;no;no;unknown;11;jun;113
44;technician;married;secondary;no;310;yes;no;cellular;6;feb;200
32;entrepreneur;married;unknown;no;73;yes;no;cellular;21;nov;158
33;management;married;tertiary;no;1808;yes;no;unknown;4;jun;99
41;unemployed;divorced;secondary;no;1281;no;no;cellular;31;jul;45
37;technician;married;secondary;no;64;yes;no;cellular;12;may;239
58;management;single;tertiary;no;2;yes;no;telephone;11;may;168
52;blue-collar;married;secondary;no;60;no;yes;cellular;26;aug;196
49;services;single;secondary;no;133;no;no;unknown;11;jun;319
44;housemaid;married;primary;no;3706;no;no;unknown;17;jun;209
28;admin.;single;unknown;no;174;no;no;cellular;28;sep;184
31;technician;married;secondary;no;251;no;yes;cellular;29;aug;156
37;self-employed;married;secondary;no;4153;yes;no;cellular;31;jul;35
30;technician;single;tertiary;no;985;yes;no;cellular;19;feb;88
28;services;single;secondary;no;168;no;no;cellular;1;jun;347
46;services;married;secondary;no;1550;yes;no;cellular;16;apr;126
47;management;married;tertiary;no;7708;yes;no;cellular;21;nov;157
35;blue-collar;married;primary;no;-12;yes;no;unknown;12;may;212
80;management;married;primary;no;6483;no;no;telephone;19;oct;123
30;technician;single;tertiary;no;60;yes;yes;unknown;7;may;306
55;technician;single;secondary;no;3339;yes;no;unknown;2;jun;63
22;student;single;tertiary;no;1161;no;yes;cellular;16;jun;119
